,country,Year,democracy score,years of schooling
3041,Australia,1859,0.585,10.11
3042,Australia,1860,0.586,10.11
3043,Australia,1861,0.586,10.11
3044,Australia,1862,0.586,10.11
3045,Australia,1863,0.586,10.11
3046,Australia,1864,0.586,10.11
3047,Australia,1865,0.584,10.11
3048,Australia,1866,0.584,10.11
3049,Australia,1867,0.584,10.11
3050,Australia,1868,0.584,10.11
3051,Australia,1869,0.584,10.11
3052,Australia,1870,0.585,10.11
3053,Australia,1871,0.585,10.11
3054,Australia,1872,0.584,10.11
3055,Australia,1873,0.584,10.11
3056,Australia,1874,0.584,10.11
3057,Australia,1875,0.586,10.11
3058,Australia,1876,0.586,10.11
3059,Australia,1877,0.585,10.11
3060,Australia,1878,0.583,10.11
3061,Australia,1879,0.583,10.11
3062,Australia,1880,0.583,10.11
3063,Australia,1881,0.583,10.11
3064,Australia,1882,0.583,10.11
3065,Australia,1883,0.584,10.11
3066,Australia,1884,0.584,10.11
3067,Australia,1885,0.585,10.11
3068,Australia,1886,0.587,10.11
3069,Australia,1887,0.584,10.11
3070,Australia,1888,0.584,10.11
3071,Australia,1889,0.587,10.11
3072,Australia,1890,0.587,10.11
3073,Australia,1891,0.585,10.11
3074,Australia,1892,0.584,10.11
3075,Australia,1893,0.584,10.11
3076,Australia,1894,0.584,10.11
3077,Australia,1895,0.585,10.11
3078,Australia,1896,0.586,10.11
3079,Australia,1897,0.586,10.11
3080,Australia,1898,0.584,10.11
3081,Australia,1899,0.58,10.11
3082,Australia,1900,0.638,10.11
3083,Australia,1901,0.656,10.11
3084,Australia,1902,0.767,10.11
3085,Australia,1903,0.768,10.11
3086,Australia,1904,0.781,10.11
3087,Australia,1905,0.781,10.11
3088,Australia,1906,0.781,10.11
3089,Australia,1907,0.784,10.11
3090,Australia,1908,0.784,10.11
3091,Australia,1909,0.784,10.11
3092,Australia,1910,0.779,10.11
3093,Australia,1911,0.778,10.11
3094,Australia,1912,0.779,10.11
3095,Australia,1913,0.778,10.11
3096,Australia,1914,0.753,10.11
3097,Australia,1915,0.745,10.11
3098,Australia,1916,0.734,10.11
3099,Australia,1917,0.717,10.11
3100,Australia,1918,0.733,10.11
3101,Australia,1919,0.751,10.11
3102,Australia,1920,0.797,10.11
3103,Australia,1921,0.797,10.11
3104,Australia,1922,0.797,10.11
3105,Australia,1923,0.797,10.11
3106,Australia,1924,0.797,10.11
3107,Australia,1925,0.797,10.11
3108,Australia,1926,0.8,10.11
3109,Australia,1927,0.8,10.11
3110,Australia,1928,0.8,10.11
3111,Australia,1929,0.798,10.11
3112,Australia,1930,0.803,10.11
3113,Australia,1931,0.803,10.11
3114,Australia,1932,0.802,10.11
3115,Australia,1933,0.802,10.11
3116,Australia,1934,0.801,10.11
3117,Australia,1935,0.801,10.11
3118,Australia,1936,0.801,10.11
3119,Australia,1937,0.801,10.11
3120,Australia,1938,0.798,10.11
3121,Australia,1939,0.759,10.11
3122,Australia,1940,0.743,10.11
3123,Australia,1941,0.739,10.11
3124,Australia,1942,0.769,10.11
3125,Australia,1943,0.77,10.11
3126,Australia,1944,0.776,10.11
3127,Australia,1945,0.776,10.11
3128,Australia,1946,0.815,10.11
3129,Australia,1947,0.82,10.11
3130,Australia,1948,0.82,10.11
3131,Australia,1949,0.821,10.11
3132,Australia,1950,0.803,10.11
3133,Australia,1951,0.802,10.11
3134,Australia,1952,0.807,10.11
3135,Australia,1953,0.816,10.11
3136,Australia,1954,0.823,10.11
3137,Australia,1955,0.825,10.11
3138,Australia,1956,0.833,10.11
3139,Australia,1957,0.833,10.11
3140,Australia,1958,0.833,10.11
3141,Australia,1959,0.835,10.11
3142,Australia,1960,0.835,10.11
3143,Australia,1961,0.835,10.11
3144,Australia,1962,0.833,10.11
3145,Australia,1963,0.842,10.11
3146,Australia,1964,0.838,10.11
3147,Australia,1965,0.838,10.11
3148,Australia,1966,0.838,10.11
3149,Australia,1967,0.847,10.11
3150,Australia,1968,0.847,10.11
3151,Australia,1969,0.847,10.11
3152,Australia,1970,0.86,10.11
3153,Australia,1971,0.86,10.11
3154,Australia,1972,0.863,10.11
3155,Australia,1973,0.872,10.11
3156,Australia,1974,0.871,10.11
3157,Australia,1975,0.869,10.11
3158,Australia,1976,0.867,10.11
3159,Australia,1977,0.867,10.11
3160,Australia,1978,0.868,10.11
3161,Australia,1979,0.868,10.11
3162,Australia,1980,0.874,10.11
3163,Australia,1981,0.875,10.11
3164,Australia,1982,0.875,10.11
3165,Australia,1983,0.874,10.11
3166,Australia,1984,0.884,10.11
3167,Australia,1985,0.887,10.11
3168,Australia,1986,0.887,10.11
3169,Australia,1987,0.887,10.11
3170,Australia,1988,0.887,10.11
3171,Australia,1989,0.887,10.11
3172,Australia,1990,0.895,10.11
3173,Australia,1991,0.895,10.11
3174,Australia,1992,0.895,10.11
3175,Australia,1993,0.892,10.11
3176,Australia,1994,0.891,10.11
3177,Australia,1995,0.891,10.11
3178,Australia,1996,0.892,10.11
3179,Australia,1997,0.889,10.11
3180,Australia,1998,0.889,10.11
3181,Australia,1999,0.887,10.11
3182,Australia,2000,0.893,10.11
3183,Australia,2001,0.892,10.11
3184,Australia,2002,0.882,10.11
3185,Australia,2003,0.882,10.11
3186,Australia,2004,0.883,10.11
3187,Australia,2005,0.884,10.11
3188,Australia,2006,0.884,10.11
3189,Australia,2007,0.884,10.11
3190,Australia,2008,0.892,10.11
3191,Australia,2009,0.892,10.11
3192,Australia,2010,0.896,10.11
3193,Australia,2011,0.904,10.11
3194,Australia,2012,0.904,10.11
3195,Australia,2013,0.891,10.11
3196,Australia,2014,0.873,10.11
3197,Australia,2015,0.884,10.11
3198,Australia,2016,0.887,10.11
3199,Australia,2017,0.889,10.11
3200,Australia,2018,0.878,10.11
3201,Australia,2019,0.851,10.11
3202,Australia,2020,0.859,10.11
3203,Australia,2021,0.854,10.11
3240,Austria,1789,0.042,7.26
3241,Austria,1790,0.042,7.26
3242,Austria,1791,0.042,7.26
3243,Austria,1792,0.042,7.26
3244,Austria,1793,0.04,7.26
3245,Austria,1794,0.036,7.26
3246,Austria,1795,0.036,7.26
3247,Austria,1796,0.036,7.26
3248,Austria,1797,0.036,7.26
3249,Austria,1798,0.036,7.26
3250,Austria,1799,0.036,7.26
3251,Austria,1800,0.036,7.26
3252,Austria,1801,0.036,7.26
3253,Austria,1802,0.036,7.26
3254,Austria,1803,0.036,7.26
3255,Austria,1804,0.036,7.26
3256,Austria,1805,0.036,7.26
3257,Austria,1806,0.036,7.26
3258,Austria,1807,0.036,7.26
3259,Austria,1808,0.036,7.26
3260,Austria,1809,0.036,7.26
3261,Austria,1810,0.036,7.26
3262,Austria,1811,0.036,7.26
3263,Austria,1812,0.036,7.26
3264,Austria,1813,0.03,7.26
3265,Austria,1814,0.03,7.26
3266,Austria,1815,0.027,7.26
3267,Austria,1816,0.027,7.26
3268,Austria,1817,0.027,7.26
3269,Austria,1818,0.027,7.26
3270,Austria,1819,0.027,7.26
3271,Austria,1820,0.027,7.26
3272,Austria,1821,0.027,7.26
3273,Austria,1822,0.027,7.26
3274,Austria,1823,0.027,7.26
3275,Austria,1824,0.027,7.26
3276,Austria,1825,0.027,7.26
3277,Austria,1826,0.027,7.26
3278,Austria,1827,0.027,7.26
3279,Austria,1828,0.027,7.26
3280,Austria,1829,0.027,7.26
3281,Austria,1830,0.027,7.26
3282,Austria,1831,0.027,7.26
3283,Austria,1832,0.027,7.26
3284,Austria,1833,0.027,7.26
3285,Austria,1834,0.027,7.26
3286,Austria,1835,0.027,7.26
3287,Austria,1836,0.027,7.26
3288,Austria,1837,0.027,7.26
3289,Austria,1838,0.027,7.26
3290,Austria,1839,0.027,7.26
3291,Austria,1840,0.027,7.26
3292,Austria,1841,0.027,7.26
3293,Austria,1842,0.027,7.26
3294,Austria,1843,0.027,7.26
3295,Austria,1844,0.027,7.26
3296,Austria,1845,0.027,7.26
3297,Austria,1846,0.027,7.26
3298,Austria,1847,0.027,7.26
3299,Austria,1849,0.188,7.26
3300,Austria,1850,0.142,7.26
3301,Austria,1851,0.034,7.26
3302,Austria,1852,0.034,7.26
3303,Austria,1853,0.034,7.26
3304,Austria,1854,0.034,7.26
3305,Austria,1855,0.034,7.26
3306,Austria,1856,0.034,7.26
3307,Austria,1857,0.034,7.26
3308,Austria,1858,0.034,7.26
3309,Austria,1859,0.034,7.26
3310,Austria,1860,0.037,7.26
3311,Austria,1861,0.048,7.26
3312,Austria,1862,0.048,7.26
3313,Austria,1863,0.048,7.26
3314,Austria,1864,0.048,7.26
3315,Austria,1865,0.048,7.26
3316,Austria,1866,0.048,7.26
3317,Austria,1867,0.192,7.26
3318,Austria,1868,0.195,7.26
3319,Austria,1869,0.195,7.26
3320,Austria,1870,0.208,7.26
3321,Austria,1871,0.203,7.26
3322,Austria,1872,0.203,7.26
3323,Austria,1873,0.216,7.26
3324,Austria,1874,0.216,7.26
3325,Austria,1875,0.21,7.26
3326,Austria,1876,0.21,7.26
3327,Austria,1877,0.21,7.26
3328,Austria,1878,0.21,7.26
3329,Austria,1879,0.213,7.26
3330,Austria,1880,0.213,7.26
3331,Austria,1881,0.213,7.26
3332,Austria,1882,0.213,7.26
3333,Austria,1883,0.213,7.26
3334,Austria,1884,0.213,7.26
3335,Austria,1885,0.203,7.26
3336,Austria,1886,0.203,7.26
3337,Austria,1887,0.203,7.26
3338,Austria,1888,0.216,7.26
3339,Austria,1889,0.251,7.26
3340,Austria,1890,0.258,7.26
3341,Austria,1891,0.247,7.26
3342,Austria,1892,0.247,7.26
3343,Austria,1893,0.247,7.26
3344,Austria,1894,0.247,7.26
3345,Austria,1895,0.247,7.26
3346,Austria,1896,0.247,7.26
3347,Austria,1897,0.262,7.26
3348,Austria,1898,0.262,7.26
3349,Austria,1899,0.262,7.26
3350,Austria,1900,0.254,7.26
3351,Austria,1901,0.254,7.26
3352,Austria,1902,0.254,7.26
3353,Austria,1903,0.254,7.26
3354,Austria,1904,0.254,7.26
3355,Austria,1905,0.254,7.26
3356,Austria,1906,0.254,7.26
3357,Austria,1907,0.27,7.26
3358,Austria,1908,0.268,7.26
3359,Austria,1909,0.268,7.26
3360,Austria,1910,0.268,7.26
3361,Austria,1911,0.269,7.26
3362,Austria,1912,0.27,7.26
3363,Austria,1913,0.27,7.26
3364,Austria,1914,0.253,7.26
3365,Austria,1915,0.253,7.26
3366,Austria,1916,0.253,7.26
3367,Austria,1917,0.253,7.26
3368,Austria,1918,0.309,7.26
3369,Austria,1919,0.303,7.26
3370,Austria,1920,0.347,7.26
3371,Austria,1921,0.701,7.26
3372,Austria,1922,0.701,7.26
3373,Austria,1923,0.701,7.26
3374,Austria,1924,0.7,7.26
3375,Austria,1925,0.701,7.26
3376,Austria,1926,0.701,7.26
3377,Austria,1927,0.709,7.26
3378,Austria,1928,0.71,7.26
3379,Austria,1929,0.71,7.26
3380,Austria,1930,0.704,7.26
3381,Austria,1931,0.671,7.26
3382,Austria,1932,0.671,7.26
3383,Austria,1933,0.223,7.26
3384,Austria,1934,0.099,7.26
3385,Austria,1935,0.095,7.26
3386,Austria,1936,0.095,7.26
3387,Austria,1937,0.095,7.26
3388,Austria,1938,0.093,7.26
3389,Austria,1945,0.726,7.26
3390,Austria,1946,0.771,7.26
3391,Austria,1947,0.772,7.26
3392,Austria,1948,0.772,7.26
3393,Austria,1949,0.772,7.26
3394,Austria,1950,0.774,7.26
3395,Austria,1951,0.777,7.26
3396,Austria,1952,0.778,7.26
3397,Austria,1953,0.775,7.26
3398,Austria,1954,0.774,7.26
3399,Austria,1955,0.774,7.26
3400,Austria,1956,0.82,7.26
3401,Austria,1957,0.837,7.26
3402,Austria,1958,0.83,7.26
3403,Austria,1959,0.829,7.26
3404,Austria,1960,0.836,7.26
3405,Austria,1961,0.836,7.26
3406,Austria,1962,0.836,7.26
3407,Austria,1963,0.834,7.26
3408,Austria,1964,0.834,7.26
3409,Austria,1965,0.835,7.26
3410,Austria,1966,0.835,7.26
3411,Austria,1967,0.842,7.26
3412,Austria,1968,0.842,7.26
3413,Austria,1969,0.842,7.26
3414,Austria,1970,0.843,7.26
3415,Austria,1971,0.841,7.26
3416,Austria,1972,0.849,7.26
3417,Austria,1973,0.854,7.26
3418,Austria,1974,0.857,7.26
3419,Austria,1975,0.859,7.26
3420,Austria,1976,0.861,7.26
3421,Austria,1977,0.861,7.26
3422,Austria,1978,0.861,7.26
3423,Austria,1979,0.863,7.26
3424,Austria,1980,0.864,7.26
3425,Austria,1981,0.864,7.26
3426,Austria,1982,0.864,7.26
3427,Austria,1983,0.863,7.26
3428,Austria,1984,0.863,7.26
3429,Austria,1985,0.865,7.26
3430,Austria,1986,0.861,7.26
3431,Austria,1987,0.859,7.26
3432,Austria,1988,0.86,7.26
3433,Austria,1989,0.863,7.26
3434,Austria,1990,0.863,7.26
3435,Austria,1991,0.867,7.26
3436,Austria,1992,0.866,7.26
3437,Austria,1993,0.865,7.26
3438,Austria,1994,0.866,7.26
3439,Austria,1995,0.868,7.26
3440,Austria,1996,0.867,7.26
3441,Austria,1997,0.867,7.26
3442,Austria,1998,0.871,7.26
3443,Austria,1999,0.871,7.26
3444,Austria,2000,0.866,7.26
3445,Austria,2001,0.866,7.26
3446,Austria,2002,0.866,7.26
3447,Austria,2003,0.865,7.26
3448,Austria,2004,0.867,7.26
3449,Austria,2005,0.868,7.26
3450,Austria,2006,0.871,7.26
3451,Austria,2007,0.879,7.26
3452,Austria,2008,0.879,7.26
3453,Austria,2009,0.878,7.26
3454,Austria,2010,0.873,7.26
3455,Austria,2011,0.874,7.26
3456,Austria,2012,0.875,7.26
3457,Austria,2013,0.875,7.26
3458,Austria,2014,0.876,7.26
3459,Austria,2015,0.876,7.26
3460,Austria,2016,0.854,7.26
3461,Austria,2017,0.852,7.26
3462,Austria,2018,0.843,7.26
3463,Austria,2019,0.844,7.26
3464,Austria,2020,0.841,7.26
3465,Austria,2021,0.825,7.26
4341,Bangladesh,1789,0.053,1.41
4342,Bangladesh,1790,0.053,1.41
4343,Bangladesh,1791,0.053,1.41
4344,Bangladesh,1792,0.053,1.41
4345,Bangladesh,1793,0.053,1.41
4346,Bangladesh,1794,0.053,1.41
4347,Bangladesh,1795,0.053,1.41
4348,Bangladesh,1796,0.053,1.41
4349,Bangladesh,1797,0.053,1.41
4350,Bangladesh,1798,0.053,1.41
4351,Bangladesh,1799,0.053,1.41
4352,Bangladesh,1800,0.053,1.41
4353,Bangladesh,1801,0.053,1.41
4354,Bangladesh,1802,0.053,1.41
4355,Bangladesh,1803,0.053,1.41
4356,Bangladesh,1804,0.053,1.41
4357,Bangladesh,1805,0.053,1.41
4358,Bangladesh,1806,0.053,1.41
4359,Bangladesh,1807,0.053,1.41
4360,Bangladesh,1808,0.053,1.41
4361,Bangladesh,1809,0.053,1.41
4362,Bangladesh,1810,0.053,1.41
4363,Bangladesh,1811,0.053,1.41
4364,Bangladesh,1812,0.053,1.41
4365,Bangladesh,1813,0.053,1.41
4366,Bangladesh,1814,0.053,1.41
4367,Bangladesh,1815,0.053,1.41
4368,Bangladesh,1816,0.053,1.41
4369,Bangladesh,1817,0.053,1.41
4370,Bangladesh,1818,0.053,1.41
4371,Bangladesh,1819,0.053,1.41
4372,Bangladesh,1820,0.053,1.41
4373,Bangladesh,1821,0.053,1.41
4374,Bangladesh,1822,0.053,1.41
4375,Bangladesh,1823,0.053,1.41
4376,Bangladesh,1824,0.053,1.41
4377,Bangladesh,1825,0.053,1.41
4378,Bangladesh,1826,0.053,1.41
4379,Bangladesh,1827,0.053,1.41
4380,Bangladesh,1828,0.053,1.41
4381,Bangladesh,1829,0.053,1.41
4382,Bangladesh,1830,0.053,1.41
4383,Bangladesh,1831,0.053,1.41
4384,Bangladesh,1832,0.053,1.41
4385,Bangladesh,1833,0.053,1.41
4386,Bangladesh,1834,0.053,1.41
4387,Bangladesh,1835,0.053,1.41
4388,Bangladesh,1836,0.053,1.41
4389,Bangladesh,1837,0.053,1.41
4390,Bangladesh,1838,0.059,1.41
4391,Bangladesh,1839,0.059,1.41
4392,Bangladesh,1840,0.059,1.41
4393,Bangladesh,1841,0.059,1.41
4394,Bangladesh,1842,0.059,1.41
4395,Bangladesh,1843,0.059,1.41
4396,Bangladesh,1844,0.059,1.41
4397,Bangladesh,1845,0.059,1.41
4398,Bangladesh,1846,0.059,1.41
4399,Bangladesh,1847,0.059,1.41
4400,Bangladesh,1848,0.059,1.41
4401,Bangladesh,1849,0.059,1.41
4402,Bangladesh,1850,0.059,1.41
4403,Bangladesh,1851,0.059,1.41
4404,Bangladesh,1852,0.059,1.41
4405,Bangladesh,1853,0.059,1.41
4406,Bangladesh,1854,0.059,1.41
4407,Bangladesh,1855,0.059,1.41
4408,Bangladesh,1856,0.059,1.41
4409,Bangladesh,1857,0.059,1.41
4410,Bangladesh,1858,0.057,1.41
4411,Bangladesh,1859,0.053,1.41
4412,Bangladesh,1860,0.053,1.41
4413,Bangladesh,1861,0.053,1.41
4414,Bangladesh,1862,0.053,1.41
4415,Bangladesh,1863,0.053,1.41
4416,Bangladesh,1864,0.053,1.41
4417,Bangladesh,1865,0.053,1.41
4418,Bangladesh,1866,0.053,1.41
4419,Bangladesh,1867,0.053,1.41
4420,Bangladesh,1868,0.053,1.41
4421,Bangladesh,1869,0.053,1.41
4422,Bangladesh,1870,0.053,1.41
4423,Bangladesh,1871,0.053,1.41
4424,Bangladesh,1872,0.053,1.41
4425,Bangladesh,1873,0.053,1.41
4426,Bangladesh,1874,0.053,1.41
4427,Bangladesh,1875,0.053,1.41
4428,Bangladesh,1876,0.057,1.41
4429,Bangladesh,1877,0.056,1.41
4430,Bangladesh,1878,0.05,1.41
4431,Bangladesh,1879,0.05,1.41
4432,Bangladesh,1880,0.05,1.41
4433,Bangladesh,1881,0.062,1.41
4434,Bangladesh,1882,0.064,1.41
4435,Bangladesh,1883,0.075,1.41
4436,Bangladesh,1884,0.075,1.41
4437,Bangladesh,1885,0.075,1.41
4438,Bangladesh,1886,0.075,1.41
4439,Bangladesh,1887,0.075,1.41
4440,Bangladesh,1888,0.075,1.41
4441,Bangladesh,1889,0.075,1.41
4442,Bangladesh,1890,0.075,1.41
4443,Bangladesh,1891,0.075,1.41
4444,Bangladesh,1892,0.075,1.41
4445,Bangladesh,1893,0.075,1.41
4446,Bangladesh,1894,0.075,1.41
4447,Bangladesh,1895,0.075,1.41
4448,Bangladesh,1896,0.075,1.41
4449,Bangladesh,1897,0.075,1.41
4450,Bangladesh,1898,0.075,1.41
4451,Bangladesh,1899,0.075,1.41
4452,Bangladesh,1900,0.076,1.41
4453,Bangladesh,1901,0.076,1.41
4454,Bangladesh,1902,0.076,1.41
4455,Bangladesh,1903,0.076,1.41
4456,Bangladesh,1904,0.076,1.41
4457,Bangladesh,1905,0.073,1.41
4458,Bangladesh,1906,0.075,1.41
4459,Bangladesh,1907,0.075,1.41
4460,Bangladesh,1908,0.074,1.41
4461,Bangladesh,1909,0.074,1.41
4462,Bangladesh,1910,0.075,1.41
4463,Bangladesh,1911,0.075,1.41
4464,Bangladesh,1912,0.075,1.41
4465,Bangladesh,1913,0.075,1.41
4466,Bangladesh,1914,0.075,1.41
4467,Bangladesh,1915,0.075,1.41
4468,Bangladesh,1916,0.075,1.41
4469,Bangladesh,1917,0.075,1.41
4470,Bangladesh,1918,0.075,1.41
4471,Bangladesh,1919,0.075,1.41
4472,Bangladesh,1920,0.088,1.41
4473,Bangladesh,1921,0.144,1.41
4474,Bangladesh,1922,0.144,1.41
4475,Bangladesh,1923,0.145,1.41
4476,Bangladesh,1924,0.149,1.41
4477,Bangladesh,1925,0.149,1.41
4478,Bangladesh,1926,0.147,1.41
4479,Bangladesh,1927,0.138,1.41
4480,Bangladesh,1928,0.138,1.41
4481,Bangladesh,1929,0.138,1.41
4482,Bangladesh,1930,0.137,1.41
4483,Bangladesh,1931,0.139,1.41
4484,Bangladesh,1932,0.139,1.41
4485,Bangladesh,1933,0.139,1.41
4486,Bangladesh,1934,0.14,1.41
4487,Bangladesh,1935,0.181,1.41
4488,Bangladesh,1936,0.182,1.41
4489,Bangladesh,1937,0.183,1.41
4490,Bangladesh,1938,0.183,1.41
4491,Bangladesh,1939,0.183,1.41
4492,Bangladesh,1940,0.183,1.41
4493,Bangladesh,1941,0.183,1.41
4494,Bangladesh,1942,0.183,1.41
4495,Bangladesh,1943,0.183,1.41
4496,Bangladesh,1944,0.183,1.41
4497,Bangladesh,1945,0.207,1.41
4498,Bangladesh,1946,0.223,1.41
4499,Bangladesh,1947,0.179,1.41
4500,Bangladesh,1948,0.179,1.41
4501,Bangladesh,1949,0.195,1.41
4502,Bangladesh,1950,0.198,1.41
4503,Bangladesh,1951,0.198,1.41
4504,Bangladesh,1952,0.198,1.41
4505,Bangladesh,1953,0.182,1.41
4506,Bangladesh,1954,0.18,1.41
4507,Bangladesh,1955,0.18,1.41
4508,Bangladesh,1956,0.191,1.41
4509,Bangladesh,1957,0.197,1.41
4510,Bangladesh,1958,0.159,1.41
4511,Bangladesh,1959,0.129,1.41
4512,Bangladesh,1960,0.127,1.41
4513,Bangladesh,1961,0.127,1.41
4514,Bangladesh,1962,0.134,1.41
4515,Bangladesh,1963,0.139,1.41
4516,Bangladesh,1964,0.139,1.41
4517,Bangladesh,1965,0.139,1.41
4518,Bangladesh,1966,0.141,1.41
4519,Bangladesh,1967,0.139,1.41
4520,Bangladesh,1968,0.14,1.41
4521,Bangladesh,1969,0.143,1.41
4522,Bangladesh,1970,0.168,1.41
4523,Bangladesh,1971,0.171,1.41
4524,Bangladesh,1972,0.222,1.41
4525,Bangladesh,1973,0.361,1.41
4526,Bangladesh,1974,0.382,1.41
4527,Bangladesh,1975,0.205,1.41
4528,Bangladesh,1976,0.133,1.41
4529,Bangladesh,1977,0.176,1.41
4530,Bangladesh,1978,0.254,1.41
4531,Bangladesh,1979,0.36,1.41
4532,Bangladesh,1980,0.378,1.41
4533,Bangladesh,1981,0.377,1.41
4534,Bangladesh,1982,0.217,1.41
4535,Bangladesh,1983,0.184,1.41
4536,Bangladesh,1984,0.189,1.41
4537,Bangladesh,1985,0.191,1.41
4538,Bangladesh,1986,0.289,1.41
4539,Bangladesh,1987,0.331,1.41
4540,Bangladesh,1988,0.308,1.41
4541,Bangladesh,1989,0.305,1.41
4542,Bangladesh,1990,0.305,1.41
4543,Bangladesh,1991,0.481,1.41
4544,Bangladesh,1992,0.513,1.41
4545,Bangladesh,1993,0.509,1.41
4546,Bangladesh,1994,0.509,1.41
4547,Bangladesh,1995,0.509,1.41
4548,Bangladesh,1996,0.504,1.41
4549,Bangladesh,1997,0.512,1.41
4550,Bangladesh,1998,0.512,1.41
4551,Bangladesh,1999,0.512,1.41
4552,Bangladesh,2000,0.512,1.41
4553,Bangladesh,2001,0.507,1.41
4554,Bangladesh,2002,0.466,1.41
4555,Bangladesh,2003,0.474,1.41
4556,Bangladesh,2004,0.474,1.41
4557,Bangladesh,2005,0.474,1.41
4558,Bangladesh,2006,0.405,1.41
4559,Bangladesh,2007,0.207,1.41
4560,Bangladesh,2008,0.209,1.41
4561,Bangladesh,2009,0.414,1.41
4562,Bangladesh,2010,0.426,1.41
4563,Bangladesh,2011,0.415,1.41
4564,Bangladesh,2012,0.409,1.41
4565,Bangladesh,2013,0.372,1.41
4566,Bangladesh,2014,0.292,1.41
4567,Bangladesh,2015,0.284,1.41
4568,Bangladesh,2016,0.28,1.41
4569,Bangladesh,2017,0.279,1.41
4570,Bangladesh,2018,0.279,1.41
4571,Bangladesh,2019,0.256,1.41
4572,Bangladesh,2020,0.263,1.41
4573,Bangladesh,2021,0.267,1.41
4610,Barbados,1900,0.119,8.59
4611,Barbados,1901,0.119,8.59
4612,Barbados,1902,0.119,8.59
4613,Barbados,1903,0.119,8.59
4614,Barbados,1904,0.119,8.59
4615,Barbados,1905,0.119,8.59
4616,Barbados,1906,0.119,8.59
4617,Barbados,1907,0.119,8.59
4618,Barbados,1908,0.119,8.59
4619,Barbados,1909,0.119,8.59
4620,Barbados,1910,0.119,8.59
4621,Barbados,1911,0.119,8.59
4622,Barbados,1912,0.119,8.59
4623,Barbados,1913,0.119,8.59
4624,Barbados,1914,0.119,8.59
4625,Barbados,1915,0.119,8.59
4626,Barbados,1916,0.119,8.59
4627,Barbados,1917,0.119,8.59
4628,Barbados,1918,0.119,8.59
4629,Barbados,1919,0.119,8.59
4630,Barbados,1920,0.119,8.59
4631,Barbados,1921,0.119,8.59
4632,Barbados,1922,0.119,8.59
4633,Barbados,1923,0.119,8.59
4634,Barbados,1924,0.119,8.59
4635,Barbados,1925,0.119,8.59
4636,Barbados,1926,0.119,8.59
4637,Barbados,1927,0.119,8.59
4638,Barbados,1928,0.119,8.59
4639,Barbados,1929,0.119,8.59
4640,Barbados,1930,0.119,8.59
4641,Barbados,1931,0.119,8.59
4642,Barbados,1932,0.119,8.59
4643,Barbados,1933,0.119,8.59
4644,Barbados,1934,0.119,8.59
4645,Barbados,1935,0.119,8.59
4646,Barbados,1936,0.119,8.59
4647,Barbados,1937,0.119,8.59
4648,Barbados,1938,0.127,8.59
4649,Barbados,1939,0.127,8.59
4650,Barbados,1940,0.127,8.59
4651,Barbados,1941,0.127,8.59
4652,Barbados,1942,0.127,8.59
4653,Barbados,1943,0.127,8.59
4654,Barbados,1944,0.14,8.59
4655,Barbados,1945,0.15,8.59
4656,Barbados,1946,0.173,8.59
4657,Barbados,1947,0.173,8.59
4658,Barbados,1948,0.173,8.59
4659,Barbados,1949,0.174,8.59
4660,Barbados,1950,0.173,8.59
4661,Barbados,1951,0.225,8.59
4662,Barbados,1952,0.338,8.59
4663,Barbados,1953,0.338,8.59
4664,Barbados,1954,0.467,8.59
4665,Barbados,1955,0.467,8.59
4666,Barbados,1956,0.468,8.59
4667,Barbados,1957,0.472,8.59
4668,Barbados,1958,0.472,8.59
4669,Barbados,1959,0.472,8.59
4670,Barbados,1960,0.603,8.59
4671,Barbados,1961,0.605,8.59
4672,Barbados,1962,0.625,8.59
4673,Barbados,1963,0.625,8.59
4674,Barbados,1964,0.625,8.59
4675,Barbados,1965,0.625,8.59
4676,Barbados,1966,0.686,8.59
4677,Barbados,1967,0.717,8.59
4678,Barbados,1968,0.717,8.59
4679,Barbados,1969,0.726,8.59
4680,Barbados,1970,0.726,8.59
4681,Barbados,1971,0.726,8.59
4682,Barbados,1972,0.727,8.59
4683,Barbados,1973,0.73,8.59
4684,Barbados,1974,0.73,8.59
4685,Barbados,1975,0.73,8.59
4686,Barbados,1976,0.733,8.59
4687,Barbados,1977,0.739,8.59
4688,Barbados,1978,0.739,8.59
4689,Barbados,1979,0.739,8.59
4690,Barbados,1980,0.742,8.59
4691,Barbados,1981,0.745,8.59
4692,Barbados,1982,0.747,8.59
4693,Barbados,1983,0.747,8.59
4694,Barbados,1984,0.747,8.59
4695,Barbados,1985,0.747,8.59
4696,Barbados,1986,0.741,8.59
4697,Barbados,1987,0.738,8.59
4698,Barbados,1988,0.738,8.59
4699,Barbados,1989,0.738,8.59
4700,Barbados,1990,0.745,8.59
4701,Barbados,1991,0.759,8.59
4702,Barbados,1992,0.76,8.59
4703,Barbados,1993,0.76,8.59
4704,Barbados,1994,0.763,8.59
4705,Barbados,1995,0.768,8.59
4706,Barbados,1996,0.768,8.59
4707,Barbados,1997,0.768,8.59
4708,Barbados,1998,0.768,8.59
4709,Barbados,1999,0.768,8.59
4710,Barbados,2000,0.768,8.59
4711,Barbados,2001,0.768,8.59
4712,Barbados,2002,0.768,8.59
4713,Barbados,2003,0.768,8.59
4714,Barbados,2004,0.767,8.59
4715,Barbados,2005,0.767,8.59
4716,Barbados,2006,0.767,8.59
4717,Barbados,2007,0.767,8.59
